Head	CymD.C.HB	CymD.C.HRP	CymD.C.LB	CymD.C.LRP	CymD.C.MRP	CymS.C.B	CymS.C.HRP.1	CymS.C.HRP.2	CymS.C.LRP.1	CymS.C.LRP.2	CymS.C.NBB.1	CymS.C.NBB.2
TIGR00651	3407.77531988933	2946.80370464632	261.797001250327	3504.67074268115	3143.53122149901	2235.93110999604	2842.09966933221	1222.26360268947	2428.53602720354	698.42058067794	500.910296443664	67.0423629681603
TIGR00780	1632.37940469583	24350.7046546949	872.586445801853	4383.06162407781	3266.56774889317	469.098342845307	17163.1598345551	22293.5346488827	42745.7076871856	3308.48123067254	933.136318206766	484.765951214129
TIGR00781	1632.37940469583	24350.7046546949	872.586445801853	4383.06162407781	3266.56774889317	469.098342845307	17163.1598345551	22293.5346488827	42745.7076871856	3308.48123067254	933.136318206766	484.765951214129
TIGR00782	4603.76257607397	27404.4720481205	1061.40204644046	7125.46180856972	5598.15156926884	1499.1150598281	18443.3815212232	22783.5464803752	45299.6898001545	3704.66301547426	1565.16052412221	542.092675962204
TIGR01054	0	0	0	0	0	0	0	0	0	0	0	0
TIGR01282	0	0	0	0	0	0	0	0	0	0	0	0
TIGR01286	0	0	0	0	0	0	0	0	0	0	0	0
TIGR01287	0	0	0	0	0	0	0	0	0	0	0	0
TIGR01323	25372.8592887374	23584.9748361103	2097.26293585729	23365.5272933955	18753.4954604228	7399.72884838285	13167.3447253861	3900.94070782611	19078.1646077915	2995.83513247121	2371.57303246117	364.225061794015
TIGR01428	29619.5207521809	28531.674150309	2670.33883736964	28152.9909999173	23703.8042884855	10451.4885478487	16773.7299460718	5489.25908821677	23283.9461828299	3854.88917139471	3187.91211763568	572.272162741871
TIGR01432	0	0	0	0	0	0	0	0	0	0	0	0
TIGR01433	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
TIGR01473	25396.1631308524	26865.3866021512	2769.74300578982	25155.7678578088	20234.5790692426	9045.81402788859	28071.1337954538	24476.6135484723	26331.7304943494	5634.50752722867	2989.59621100342	881.942778498495
TIGR01580	18.2138091722565	11.7142569198241	2.49782812678527	49.3874110218872	84.310172816015	83.63712926745	187.759857093752	92.7769997888009	2.79016894546177	44.502191320897	0	3.70706272146722
TIGR01582	1945.22241877327	2297.01959044288	83.313858449825	1691.31251893683	1461.42603527107	545.854537463454	552.330311528387	214.228231716951	1997.39765365095	184.244473495835	231.88127103052	18.1815360142493
TIGR01583	3978.48172421433	3273.80317276126	200.93074703083	4059.23550192891	2971.33889333947	920.75656925071	1439.03426338862	635.233796456979	2631.56276505538	469.839465440812	383.94357459755	51.1150735458662
TIGR01591	17235.9084831408	16430.9905964919	1474.5095030963	17143.4042703522	16490.9821273156	4127.27925178251	17026.5824218153	4687.01697775987	14047.7218239582	4386.83732139789	1529.19315069082	335.989976975893
TIGR01660	18.2138091722565	11.7142569198241	2.49782812678527	49.3874110218872	84.310172816015	83.63712926745	187.759857093752	92.7769997888009	2.79016894546177	44.502191320897	0	3.70706272146722
TIGR01702	0	0	0	0	0	0	0	0	0	0	0	0
TIGR01706	0	0	0	0	0	0	0	0	0	0	0	0
TIGR01792	5493.66013069952	7812.56777022453	749.887104441753	6073.24999160606	7472.62208392308	2155.76676535968	12964.9470721878	3305.36383090473	6815.25338263414	3537.3105950997	851.264474455374	178.885228337019
TIGR01860	0	0	0	0	0	0	0	0	0	0	0	0
TIGR01861	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02034	672.273184669531	687.099888798393	221.329370711513	1333.56761333633	1262.38919326602	287.525822694852	7600.09523560594	1913.18541131687	498.671360506864	2068.53144123067	121.736197639226	60.8553868456186
TIGR02061	19000.4285145975	38492.8626517303	1903.89807165314	20739.755136178	15852.5433676947	4072.71525552155	10202.6437517248	9256.80295250691	52552.287125453	2462.33310188473	1317.35871545247	360.437684916769
TIGR02064	1017.48723901641	22576.7333875955	419.936471989884	3162.31532174527	1971.06319812891	65.8052598333978	2773.99669001732	7200.72239867397	39796.9773109251	627.139178034955	165.430958241101	100.937507881904
TIGR02066	1017.48723901641	22576.7333875955	419.936471989884	3162.31532174527	1971.06319812891	65.8052598333978	2773.99669001732	7200.72239867397	39796.9773109251	627.139178034955	165.430958241101	100.937507881904
TIGR02188	17183.3310572931	23099.6978568928	2989.06014438894	17261.761514188	13845.6225552344	8985.39091561729	28314.9321754603	24296.2145823408	22609.3250041009	7785.18295283026	4116.86318027821	1760.38149484735
TIGR02374	1517.96020456044	23007.6350584864	627.82132324027	4290.13721532483	2998.81520352532	237.598865506811	10273.4971757555	9043.67834783547	40095.014396041	2627.5207813187	238.167139144156	154.23753811953
TIGR02376	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02378	1737.33221447211	23335.0739688692	681.42922345132	4421.85732238238	3128.77646926475	371.11230207944	10457.8763830316	9123.68364970892	40232.5905036436	2692.06867690167	260.491351873214	183.557752733011
TIGR02416	29161.3391351768	28510.8917023652	2593.44515900953	28044.0871833537	23509.6900157638	10110.3872077722	16406.1490840581	5128.15565942701	23395.9025215547	3766.16565278634	2849.52594436848	435.075034829195
TIGR02486	15865.2387517598	14894.5083622907	1227.16888726187	15240.7361176068	12630.9713036528	3271.67959339724	7734.44839897403	2147.62785856125	12459.4116242198	1817.50737313872	1324.25897679169	232.5217732977
TIGR02512	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02658	19.7923400703074	75.7434760317651	1.41157246823377	115.775096865955	94.2096438975208	60.0191843562902	134.14684648779	36.5126029928598	63.0502151836923	45.5004715939266	0	0.691652858149669
TIGR02659	520.26530561434	506.645146922703	209.29642371862	1243.59699044552	1121.96164929393	231.812790029703	7633.64733222595	1879.46855215436	361.087300299632	2045.88207487767	72.7361809030553	53.9916830957757
TIGR02689	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02691	955.408767725415	882.671786933725	347.946216882503	2237.34510054071	2348.50787564225	619.937416285043	8098.28033438365	2113.97018413345	859.492643470894	2242.53306954598	119.534328770699	69.9444567745533
TIGR02693	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02694	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02717	534.975418359499	479.353385840527	212.097466156091	1172.74691036973	1051.24257119396	263.05321387246	7600.0158551191	1885.56398524867	313.256353602193	2038.44254516498	78.5276110754374	54.4476818035896
TIGR02818	3345.83619186242	4011.89461816393	303.322849881523	3562.27532669745	3429.65916780874	976.023938790502	3492.7202978883	819.997660704098	3153.89562059045	1176.12872995325	769.006769519354	119.660970302343
TIGR02819	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02821	739.17302791254	680.181406664534	61.6895322047422	763.74584122172	611.772791261181	383.994442495715	653.596977774972	218.071499100658	501.782886190667	199.725216701075	338.846678373909	31.2819279528601
TIGR02847	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
TIGR02866	24609.164991899	46627.9558360192	3402.30688963399	25025.9885470032	20687.088858041	7960.72526296308	22219.9865061684	24595.7819091892	61000.8865958969	5109.88331898859	3624.96331542894	1756.60798730278
TIGR02882	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02891	23475.2439328706	44716.5309889063	3274.92643159037	24732.1721314147	19067.1778986726	6287.35725153345	19314.7442617869	23579.4254742089	58862.2729589453	4715.56940075876	3287.71540193337	1739.85872149152
TIGR02910	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02911	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02912	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02929	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02930	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02931	0	0	0	0	0	0	0	0	0	0	0	0
TIGR02932	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03078	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03079	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03080	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03119	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
TIGR03120	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
TIGR03126	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
TIGR03148	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03152	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03153	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03256	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03257	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03259	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03312	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03313	101.699484224123	134.46104687773	12.0759827388754	94.2922411941785	129.083274206438	110.357117251164	29.3092631645985	24.6056880959532	114.238154953322	5.95864696687154	21.8869034120175	1.03874805399042
TIGR03315	379.45963829901	199.361493935954	87.3859848527239	571.810886455183	864.045521351944	759.004527505264	640.658399913897	365.091937010708	299.471569353939	137.176138341968	153.4071867141	1.08301008508774
TIGR03451	16921.2932274714	14696.1946676538	1298.9925269942	15038.5533374094	11991.3372890477	3374.76911664081	6389.02247143359	1932.3795015415	12296.1111238461	1173.67834909481	943.489875433604	161.232217450824
TIGR03478	85.2039121056744	48.8121191113052	18.5168925634459	101.583034322287	99.5480453008357	40.3080788136815	32.5238618997428	16.1653614476531	27.0336213167295	15.9437499239464	55.9659073479065	3.96157566230822
TIGR03479	85.2039121056744	48.8121191113052	18.5168925634459	101.583034322287	99.5480453008357	40.3080788136815	32.5238618997428	16.1653614476531	27.0336213167295	15.9437499239464	55.9659073479065	3.96157566230822
TIGR03507	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03509	0	0	0	0	0	0	0	0	0	0	0	0
TIGR03888	11981.7994524331	10217.5916874508	893.584211771652	11533.8854908193	10448.2954473812	2690.9417882325	7243.23607075676	1967.14260146344	8682.32937317625	1706.33948837014	1326.34585045782	214.877647702609
TIGR04105	0	0	0	0	0	0	0	0	0	0	0	0
TIGR04246	0	0	0	0	0	0	0	0	0	0	0	0
TIGR04247	0	0	0	0	0	0	0	0	0	0	0	0
TIGR04266	0	0	0	0	0	0	0	0	0	0	0	0
TIGR04315	0	0	0	0	0	0	0	0	0	0	0	0
TIGR04486	2480.82599016406	23465.3576849114	515.301757246434	4681.9191811065	3127.05892017868	347.548503445721	3481.60148096968	7541.57015509364	40330.4046333632	1812.23317602267	492.632915069566	164.03722458324
TIGR04488	2824.39808653709	19719.6213308038	479.380497340364	5015.82728800457	3463.16744252953	429.400535294033	2166.54138108534	1869.30486798415	33345.1666954707	1527.5596105711	570.753714871931	95.2127317317325
TIGR04550	0	0	0	0	0	0	0	0	0	0	0	0
TIGR04555	4909.4726957378	5395.1215333259	711.108974187945	5608.19868409154	4686.2776816274	1373.23838394509	15879.8058336319	15783.8122094447	5724.78141081701	4129.2001340706	1415.54789642389	480.762066488581
acetate_citrate_lyase_aclA	0	0	0	0	0	0	0	0	0	0	0	0
acetate_citrate_lyase_aclB	0	0	0	0	0	0	0	0	0	0	0	0
carbon_monoxide_dehydrogenase_coxM	26445.5391594366	26090.8560465111	3175.61642789211	25208.6708345792	21937.4166524377	10166.2630601988	16038.8960940191	5360.26161188641	21266.1265811081	4598.30610253242	3422.1421681999	1402.02587081354
carbon_monoxide_dehydrogenase_coxS	28353.2047199792	27480.8846451026	3413.03454258079	27702.8449385525	24554.9699472486	10449.9617200375	16929.4150629364	5840.75701053925	22747.9317704372	5027.40777608189	3576.681597186	1578.23916664893
fe	0	0	0	0	0	0	0	0	0	0	0	0
fefe-group-a13	0	0	0	0	0	0	0	0	0	0	0	0
fefe-group-a2	0	0	0	0	0	0	0	0	0	0	0	0
fefe-group-a4	0	0	0	0	0	0	0	0	0	0	0	0
fefe-group-b	0	0	0	0	0	0	0	0	0	0	0	0
fefe-group-c1	0	0	0	0	0	0	0	0	0	0	0	0
fefe-group-c2	0	0	0	0	0	0	0	0	0	0	0	0
fefe-group-c3	0	0	0	0	0	0	0	0	0	0	0	0
hydrazine_oxidase_hzoA	0	0	0	0	0	0	0	0	0	0	0	0
hydrazine_synthase_hzsA	0	0	0	0	0	0	0	0	0	0	0	0
methanol_dehydrogenase_pqq_xoxF_mxaF	4037.78406838352	4044.61407213331	464.193196207853	4353.97281782806	3514.1945903741	2066.87742898209	9334.92406864167	2549.43708654823	3223.85359939264	2481.05814321818	738.95933960502	116.449318514799
nife-group-1	1624.96640800865	23763.2737650051	837.051905485545	4345.23270121458	3233.23917731856	431.672336171057	16839.0848850078	21520.7676587152	41643.7224108337	3169.07627563316	915.163323290782	422.908970943076
nife-group-2ade	0	0	0	0	0	0	0	0	0	0	0	0
nife-group-2bc	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
nife-group-3abd	0	0	0	0	0	0	0	0	0	0	0	0
nife-group-3c	0	0	0	0	0	0	0	0	0	0	0	0
nife-group-4a-g	0	0	0	0	0	0	0	0	0	0	0	0
nife-group-4hi	0	0	0	0	0	0	0	0	0	0	0	0
nitric_oxide_reductase_norB	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
nitric_oxide_reductase_norC	593.412480950311	418.420743955537	127.066477765748	1094.6858113029	1417.89122937461	570.043241242259	655.989492757019	244.123369042917	701.285235474869	201.385891749996	81.3548836060652	17.3948734807184
nitrite_oxidoreductase_nxrA	0	0	0	0	0	0	0	0	0	0	0	0
nitrite_oxidoreductase_nxrB	0	0	0	0	0	0	0	0	0	0	0	0
nitrite_reductase_nirS	0	0	0	0	0	0	0	0	0	0	0	0
rubisco_form_I	1010.07424232922	21989.3024979057	384.401931673576	3124.48639888203	1937.7346265543	28.3792531591483	2449.92174047001	6427.95540850651	38694.9920345731	487.734222995572	147.457963325117	39.0805276108503
rubisco_form_II	0	0	0	0	0	0	0	0	0	0	0	0
rubisco_form_III	0	0	0	0	0	0	0	0	0	0	0	0
rubisco_form_II_III	0	0	0	0	0	0	0	0	0	0	0	0
rubisco_form_IV	0	0	0	0	0	0	0	0	0	0	0	0
sulfide_quinone_oxidoreductase_sqr	226.501630072955	4512.55678788651	154.25048511139	424.092397919732	544.485171981642	131.218090843838	1667.88708368921	5775.23019249063	7458.64037985236	1372.58234624697	395.921176086055	111.393668254367
sulfur_dioxygenase_sdo	14665.9768406564	16310.2311194621	1400.19321564506	15619.9552896449	13977.06668149	3400.55590683888	8885.01029826942	8175.67595207321	17856.136360916	2447.98530161545	1570.16668600714	455.481610395032
thiosulfate_reductase_phsA	17.8816964130741	235.172342931479	47.5600835264898	17.968457988892	280.319051532682	12.7670272857259	10.2517125184673	22.1735016487549	105.865650797425	958.980244170699	236.073184506171	37.3387868746646
assA	0	0	0	0	0	0	0	0	0	0	0	0
masD	0	0	0	0	0	0	0	0	0	0	0	0
lactate_dehydrogenase	4647.05906018271	4060.77672702308	493.876215024558	5474.59829886549	4851.95666592594	1428.37056493046	9902.19240643589	2832.95988833984	3311.30459595163	2749.79240022356	448.626344969942	146.030326746163
phosphate_acetyltransferase	448.016794473344	141.171339991397	914.608289608459	594.283927238664	894.544500746781	625.884078403177	999.004568537168	717.972287629175	148.435886286903	1299.10543886367	890.963224528405	1170.19781315418
acetate_kinase	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
acetyl-CoA_synthetase	19567.2611048088	26106.048231367	3185.21234187334	20195.0797957755	16805.2976859331	8042.74187676839	26880.2610267976	23895.2610277167	25278.8860947305	7843.91175302883	4041.16204815741	1766.66622926758
aldehyde_dehydrogenase	32928.6557940108	54543.7094572495	4656.99850468654	35271.2782161231	30603.7373081509	12724.104344629	36054.4327923331	28949.9728091224	67821.1937075377	9793.71353903694	5289.17729300736	2156.27431388137
alcohol_dehydrogenase	33246.0476834067	55087.6048068891	4711.34227382366	35466.9766318594	30954.4910879935	12891.3508997459	36288.5978745137	29060.9484072822	68167.1773826528	9872.85463922982	5332.23857649439	2186.00588676133
KEGG.B01	1515.55778963595	775.18912541418	49.1737384523116	1613.08887993493	981.230584180259	274.351316096873	768.638565137071	364.298028830332	513.957792078372	288.304944797065	118.241885646448	32.2775383806744
KEGG.B02	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B03	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B04	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B05	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B06	18.2138091722565	11.7142569198241	2.49782812678527	49.3874110218872	84.310172816015	83.63712926745	187.759857093752	92.7769997888009	2.79016894546177	44.502191320897	0	3.70706272146722
KEGG.B07	4875.80384194131	6455.89674699485	649.150131078617	6321.6896337063	6767.19424260371	1801.44594303308	4509.78895224411	1214.49370118369	5806.8422997061	1536.95307130584	970.106747671482	153.890760001849
KEGG.B08	9752.64495653996	11884.4188030215	1012.71713480765	9152.18008858323	7036.21608759061	3064.80873756839	5191.05105842944	1271.18368945192	9104.32735939163	1336.19021459982	900.43637306973	154.343184496814
KEGG.B09	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B10	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B11	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B12	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B13	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B14	20061.1394732332	18679.7069102639	1711.38103209084	18709.7543951093	14376.5868700416	5466.70272031416	9671.86673009293	2687.81397685894	14863.7124002186	2069.87964187854	1522.00900738083	298.312852364747
KEGG.B15	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B16	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B17	18037.3113463158	14781.6755478304	1471.43456941681	16257.4206100736	11043.3694912445	5695.75204204645	7752.09675137564	2431.47961254201	11361.3330188284	1309.17375021151	1256.08561826164	218.501599957343
KEGG.B18	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B19	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B20	11636.2089065501	17713.6522080575	1706.86435591525	14095.036537921	13909.5442017365	6252.68109175486	25399.0814442766	24220.4605932377	20381.3437957021	5809.62450424119	3025.32972395612	734.192706622167
KEGG.B21	0	0	0	0	0	0	0	0	0	0	0	0
KEGG.B22	21033.740219154	27609.7198500683	3265.51557953058	20962.3634599946	17689.6525752815	9798.12396917992	30075.212490927	24950.3503451295	26524.0245799819	8337.47205454223	4455.54169049087	1806.87015563222
KEGG.B23	3399.56027875598	5229.09960815263	529.441673684274	4661.71445526474	5606.08915404606	1239.86363994321	3582.25145365126	879.454929697726	4938.96732573161	1222.25044653264	580.508159021505	104.865980776434
KEGG.C01	4257.58913504837	5817.82172101742	522.669384540087	4861.48302491035	5538.15290833036	2081.84389758201	4365.93502418864	1286.65293467376	5022.36048556739	1348.31681696278	1093.62525253768	125.707819859156
KEGG.C02	520.26530561434	506.645146922703	209.29642371862	1243.59699044552	1121.96164929393	231.812790029703	7633.64733222595	1879.46855215436	361.087300299632	2045.88207487767	72.7361809030553	53.9916830957757
KEGG.C03	0	0	0	0	0	0	0	0	0	0	0	0
GH1	1136.73769711517	18579.9967329181	362.942786477226	3258.77255740032	2355.98743620741	315.974860526716	1467.69756719152	1602.17439597017	32747.7253820761	319.650213140427	56.3982706272188	38.6626839172768
GH10	0	0	0	0	0	0	0	0	0	0	0	0
GH100	379.45963829901	199.361493935954	87.3859848527239	571.810886455183	864.045521351944	759.004527505264	640.658399913897	365.091937010708	299.471569353939	137.176138341968	153.4071867141	1.08301008508774
GH102	2275.26214654376	2512.37349706923	330.835225033728	2632.48612947831	1802.92112472734	627.181003086574	7935.57923820543	13731.6997604016	3370.43986626631	1050.48543968376	858.418178870931	375.866852329445
GH103	6906.49124028985	30875.6882452495	1458.50699932792	10761.0044682821	9824.92037580569	2010.11647399981	21471.2917570351	23578.2870632412	48080.6180453167	5790.25763761487	1977.0828181197	686.102790325283
GH104	0	0	0	0	0	0	0	0	0	0	0	0
GH105	10126.1958152696	11764.2293176356	1014.18253785292	8308.06410460078	6966.66006958356	5419.46523215509	7168.4970629507	2266.58580963321	8963.58552107499	1308.97506773982	1050.99070791955	139.58986750432
GH106	0	0	0	0	0	0	0	0	0	0	0	0
GH108	0	0	0	0	0	0	0	0	0	0	0	0
GH109	32214.4764653352	52317.5506306601	3616.61608564005	34373.7442469426	29486.7610397136	12021.4671539603	28184.7961162179	14320.6308132771	63856.5370285823	6889.08226897138	3660.21310898562	739.124850111793
GH110	0	0	0	0	0	0	0	0	0	0	0	0
GH113	1150.3275336738	1188.97967396203	111.518103616082	989.673119797006	936.230161878637	1654.19216897906	3346.65537710997	1142.53250748903	785.993820164854	551.678143418662	314.540783216275	42.3351836534856
GH114	5763.15446053847	6116.76418787866	595.970699847919	4932.37182038951	3308.14188013511	1177.95256164805	1563.23746099751	435.603924679804	4861.90114049764	330.443237947591	319.407476886024	20.0465643613872
GH116	221.043071231969	299.332110270891	38.881744800156	218.777132109673	198.78002219617	143.251145244916	99.2831594733059	23.5269197179787	298.794608815249	44.3625380425615	28.6060521426397	6.4423057031647
GH117	503.350461660157	691.575739010017	123.007993581332	531.984748055831	590.545001318766	828.557383130006	1308.2820023885	452.125444618354	525.184544791065	271.716108993387	97.0241507982755	36.9451419228549
GH12	561.188754150029	399.120270023935	121.638824555053	1078.86456090461	1399.15278800168	640.482358018756	831.797125897625	325.428582273871	664.024399209202	237.001165894394	81.3548836060652	20.6479942642281
GH120	0	0	0	0	0	0	0	0	0	0	0	0
GH122	0	0	0	0	0	0	0	0	0	0	0	0
GH123	62.9353805165229	64.8047183563136	30.5183485701263	181.487508888609	261.80371338317	551.79280131246	1024.61963563906	348.593223026926	88.8138283731683	162.80567536785	46.093885926578	1.18262160620907
GH125	221.043071231969	299.332110270891	38.881744800156	218.777132109673	198.78002219617	143.251145244916	99.2831594733059	23.5269197179787	298.794608815249	44.3625380425615	28.6060521426397	6.4423057031647
GH127	226.663581015286	299.332110270891	38.881744800156	221.897848627386	220.366914388995	144.110169126851	100.183113694033	25.7689539974618	298.794608815249	46.8221550708505	73.017019267642	7.63390329030299
GH128	0	0	0	0	0	0	0	0	0	0	0	0
GH129	0	0	0	0	0	0	0	0	0	0	0	0
GH13	485.82415454635	646.252065583061	182.345438651414	970.732719614597	1152.80937447874	838.322896549333	1465.79026899909	556.944790914138	557.599564996755	363.391900031327	77.1420162412413	36.2639495379975
GH130	1274.26673627978	1844.53308658505	170.662866261234	1583.39996646124	1821.98380559203	842.450147880057	1459.32225595476	534.109413394716	1717.201766726	318.121392829139	184.335980469137	14.5308914554853
GH133	219.372009911665	327.438910382812	53.60790021105	131.720107057549	129.961265739427	133.513436572629	184.379207276128	80.0053018734495	137.576107602647	64.5478955829763	22.3242127290578	29.3202146134811
GH134	0	0	0	0	0	0	0	0	0	0	0	0
GH135	0	0	0	0	0	0	0	0	0	0	0	0
GH136	1373.39487533678	2033.04981988656	131.432244116223	1009.63645758096	1609.40167505295	328.760885460644	643.605878520743	159.212687158786	1863.60678792318	149.710923878899	125.74672446102	4.14597499966711
GH137	62.9353805165229	64.8047183563136	30.5183485701263	181.487508888609	261.80371338317	551.79280131246	1024.61963563906	348.593223026926	88.8138283731683	162.80567536785	46.093885926578	1.18262160620907
GH139	62.9353805165229	64.8047183563136	30.5183485701263	181.487508888609	261.80371338317	551.79280131246	1024.61963563906	348.593223026926	88.8138283731683	162.80567536785	46.093885926578	1.18262160620907
GH13_10	0	0	0	0	0	0	0	0	0	0	0	0
GH13_11	1514.18836678847	1220.24640593391	210.515099963441	2044.8977453866	2449.36870072967	1117.41233684394	1128.14339065103	605.308622289508	1350.8589840577	370.035429985577	286.99760689864	15.1874277677654
GH13_13	0	0	0	0	0	0	0	0	0	0	0	0
GH13_16	0	0	0	0	0	0	0	0	0	0	0	0
